,dataset_name,model_name,batch_size,weight_decay,learning_rate,fix_noiselevel,init_noiselevel,dropout_prob
2347,concrete,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.01
2348,concrete,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.005
2349,concrete,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.001
2350,concrete,dropoutFCN,32,0.001,0.001,0.1,0.01,0.2
2351,concrete,dropoutFCN,32,0.001,0.001,0.1,0.01,0.1
2352,concrete,dropoutFCN,32,0.001,0.001,0.1,0.01,0.05
2353,concrete,dropoutFCN,32,0.001,0.001,0.1,0.01,0.01
2354,concrete,dropoutFCN,32,0.001,0.001,0.1,0.01,0.005
2355,concrete,dropoutFCN,32,0.001,0.001,0.1,0.01,0.001
2356,concrete,dropoutFCN,32,0.001,0.002,0.1,0.01,0.2
2357,concrete,dropoutFCN,32,0.001,0.002,0.1,0.01,0.1
2358,concrete,dropoutFCN,32,0.001,0.002,0.1,0.01,0.05
2359,concrete,dropoutFCN,32,0.001,0.002,0.1,0.01,0.01
2360,concrete,dropoutFCN,32,0.001,0.002,0.1,0.01,0.005
2361,concrete,dropoutFCN,32,0.001,0.002,0.1,0.01,0.001
2362,concrete,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.2
2363,concrete,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.1
2364,concrete,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.05
2365,concrete,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.01
2366,power-plant,noisyFCN,32,0.01,0.002,0.01,0.005,0.01
2367,concrete,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.005
2368,protein-tertiary-structure,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.01
2369,concrete,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.001
2370,concrete,noisyFCN,32,0.0001,0.0001,0.01,0.05,0.01
2371,concrete,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.2
2372,concrete,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.1
2373,concrete,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.05
2374,concrete,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.01
2375,concrete,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.005
2376,concrete,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.001
2377,concrete,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.2
2378,concrete,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.1
2379,concrete,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.05
2380,concrete,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.01
2381,concrete,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.005
2382,concrete,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.001
2383,concrete,noisyFCN,32,0.0001,0.0001,0.01,0.1,0.01
2384,concrete,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.2
2385,concrete,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.1
2386,concrete,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.05
2387,concrete,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.01
2388,concrete,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.005
2389,concrete,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.001
2390,power-plant,fixnoiseFCN,32,0.001,0.0001,0.005,0.01,0.01
2391,concrete,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.2
2392,concrete,noisyFCN,32,0.0001,0.0005,0.01,0.001,0.01
2393,concrete,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.1
2394,power-plant,noisyFCN,32,0.01,0.002,0.01,0.01,0.01
2395,concrete,noisyFCN,32,0.0001,0.0005,0.01,0.005,0.01
2396,concrete,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.05
2397,concrete,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.01
2398,concrete,noisyFCN,32,0.0001,0.0005,0.01,0.01,0.01
2399,concrete,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.005
2400,concrete,noisyFCN,32,0.0001,0.0005,0.01,0.05,0.01
2401,concrete,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.001
2402,concrete,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.2
2403,concrete,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.1
2404,concrete,noisyFCN,32,0.0001,0.0005,0.01,0.1,0.01
2405,concrete,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.05
2406,concrete,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.01
2407,concrete,noisyFCN,32,0.0001,0.001,0.01,0.001,0.01
2408,concrete,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.005
2409,concrete,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.001
2410,concrete,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.2
2411,concrete,noisyFCN,32,0.0001,0.001,0.01,0.005,0.01
2412,concrete,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.1
2413,concrete,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.05
2414,concrete,noisyFCN,32,0.0001,0.001,0.01,0.01,0.01
2415,concrete,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.01
2416,concrete,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.005
2417,concrete,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.001
2418,concrete,noisyFCN,32,0.0001,0.001,0.01,0.05,0.01
2419,concrete,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.2
2420,concrete,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.1
2421,concrete,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.05
2422,concrete,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.01
2423,power-plant,noisyFCN,32,0.01,0.002,0.01,0.05,0.01
2424,concrete,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.005
2425,concrete,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.001
2426,concrete,noisyFCN,32,0.0001,0.001,0.01,0.1,0.01
2427,concrete,noisyFCN,32,0.0001,0.002,0.01,0.001,0.01
2428,concrete,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.2
2429,concrete,noisyFCN,32,0.0001,0.002,0.01,0.005,0.01
2430,concrete,noisyFCN,32,0.0001,0.002,0.01,0.01,0.01
2431,concrete,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.1
2432,concrete,noisyFCN,32,0.0001,0.002,0.01,0.05,0.01
2433,concrete,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.05
2434,concrete,noisyFCN,32,0.0001,0.002,0.01,0.1,0.01
2435,concrete,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.01
2436,concrete,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.005
2437,protein-tertiary-structure,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.005
2438,concrete,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.001
2439,concrete,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.2
2440,concrete,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.1
2441,kin8nm,fixnoiseFCN,32,0.1,0.0005,0.001,0.01,0.01
2442,concrete,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.05
2443,concrete,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.01
2444,concrete,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.005
2445,concrete,noisyFCN,32,1e-05,0.0001,0.01,0.001,0.01
2446,power-plant,noisyFCN,32,0.01,0.002,0.01,0.1,0.01
2447,concrete,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.001
2448,concrete,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.2
2449,concrete,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.1
2450,concrete,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.05
2451,concrete,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.01
2452,concrete,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.005
2453,concrete,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.001
2455,concrete,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.2
2456,concrete,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.1
2457,concrete,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.05
2458,concrete,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.01
2459,concrete,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.005
2460,concrete,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.001
2464,concrete,noisyFCN,32,1e-05,0.0001,0.01,0.005,0.01
2466,protein-tertiary-structure,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.001
2481,concrete,noisyFCN,32,1e-05,0.0001,0.01,0.01,0.01
2484,protein-tertiary-structure,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.2
2485,concrete,noisyFCN,32,1e-05,0.0001,0.01,0.05,0.01
2486,protein-tertiary-structure,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.1
2487,concrete,noisyFCN,32,1e-05,0.0001,0.01,0.1,0.01
2489,concrete,noisyFCN,32,1e-05,0.0005,0.01,0.001,0.01
2490,concrete,noisyFCN,32,1e-05,0.0005,0.01,0.005,0.01
2491,concrete,noisyFCN,32,1e-05,0.0005,0.01,0.01,0.01
2492,kin8nm,fixnoiseFCN,32,0.1,0.0005,0.005,0.01,0.01
2493,concrete,noisyFCN,32,1e-05,0.0005,0.01,0.05,0.01
2494,protein-tertiary-structure,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.05
2495,concrete,noisyFCN,32,1e-05,0.0005,0.01,0.1,0.01
2496,power-plant,fixnoiseFCN,32,0.001,0.0001,0.01,0.01,0.01
2497,concrete,noisyFCN,32,1e-05,0.001,0.01,0.001,0.01
2499,concrete,noisyFCN,32,1e-05,0.001,0.01,0.005,0.01
2500,protein-tertiary-structure,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.01
2501,concrete,noisyFCN,32,1e-05,0.001,0.01,0.01,0.01
2502,concrete,noisyFCN,32,1e-05,0.001,0.01,0.05,0.01
2503,concrete,noisyFCN,32,1e-05,0.001,0.01,0.1,0.01
2504,concrete,noisyFCN,32,1e-05,0.002,0.01,0.001,0.01
2505,concrete,noisyFCN,32,1e-05,0.002,0.01,0.005,0.01
2506,protein-tertiary-structure,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.005
2507,concrete,noisyFCN,32,1e-05,0.002,0.01,0.01,0.01
2509,concrete,noisyFCN,32,1e-05,0.002,0.01,0.05,0.01
2510,concrete,noisyFCN,32,1e-05,0.002,0.01,0.1,0.01
2512,concrete,noisyFCN,32,1e-09,0.0001,0.01,0.001,0.01
2513,protein-tertiary-structure,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.001
2515,power-plant,fixnoiseFCN,32,0.001,0.0001,0.05,0.01,0.01
2516,concrete,noisyFCN,32,1e-09,0.0001,0.01,0.005,0.01
2517,protein-tertiary-structure,dropoutFCN,32,0.001,0.001,0.01,0.01,0.2
2520,protein-tertiary-structure,dropoutFCN,32,0.001,0.001,0.01,0.01,0.1
2521,concrete,noisyFCN,32,1e-09,0.0001,0.01,0.01,0.01
2524,kin8nm,fixnoiseFCN,32,0.1,0.0005,0.01,0.01,0.01
2526,protein-tertiary-structure,dropoutFCN,32,0.001,0.001,0.01,0.01,0.05
2527,concrete,noisyFCN,32,1e-09,0.0001,0.01,0.05,0.01
2528,power-plant,fixnoiseFCN,32,0.001,0.0001,0.1,0.01,0.01
2531,concrete,noisyFCN,32,1e-09,0.0001,0.01,0.1,0.01
2532,concrete,noisyFCN,32,1e-09,0.0005,0.01,0.001,0.01
2534,power-plant,noisyFCN,32,0.001,0.0001,0.01,0.001,0.01
2535,protein-tertiary-structure,dropoutFCN,32,0.001,0.001,0.01,0.01,0.01
2536,concrete,noisyFCN,32,1e-09,0.0005,0.01,0.005,0.01
2538,concrete,noisyFCN,32,1e-09,0.0005,0.01,0.01,0.01
2540,concrete,noisyFCN,32,1e-09,0.0005,0.01,0.05,0.01
2542,concrete,noisyFCN,32,1e-09,0.0005,0.01,0.1,0.01
2544,protein-tertiary-structure,dropoutFCN,32,0.001,0.001,0.01,0.01,0.005
2545,concrete,noisyFCN,32,1e-09,0.001,0.01,0.001,0.01
2546,concrete,noisyFCN,32,1e-09,0.001,0.01,0.005,0.01
2548,concrete,noisyFCN,32,1e-09,0.001,0.01,0.01,0.01
2550,concrete,noisyFCN,32,1e-09,0.001,0.01,0.05,0.01
2551,protein-tertiary-structure,dropoutFCN,32,0.001,0.001,0.01,0.01,0.001
2552,concrete,noisyFCN,32,1e-09,0.001,0.01,0.1,0.01
2554,concrete,noisyFCN,32,1e-09,0.002,0.01,0.001,0.01
2556,concrete,noisyFCN,32,1e-09,0.002,0.01,0.005,0.01
2557,concrete,noisyFCN,32,1e-09,0.002,0.01,0.01,0.01
2558,protein-tertiary-structure,dropoutFCN,32,0.001,0.002,0.01,0.01,0.2
2559,concrete,noisyFCN,32,1e-09,0.002,0.01,0.05,0.01
2560,concrete,noisyFCN,32,1e-09,0.002,0.01,0.1,0.01
2561,energy,FCN,32,0.1,0.0001,0.01,0.01,0.01
2562,kin8nm,fixnoiseFCN,32,0.1,0.0005,0.05,0.01,0.01
2563,energy,FCN,32,0.1,0.0005,0.01,0.01,0.01
2565,energy,FCN,32,0.1,0.002,0.01,0.01,0.01
2566,protein-tertiary-structure,dropoutFCN,32,0.001,0.002,0.01,0.01,0.1
2567,energy,FCN,32,0.01,0.0001,0.01,0.01,0.01
2568,energy,FCN,32,0.01,0.0005,0.01,0.01,0.01
2570,energy,FCN,32,0.01,0.002,0.01,0.01,0.01
2572,energy,FCN,32,0.001,0.0001,0.01,0.01,0.01
2573,kin8nm,fixnoiseFCN,32,0.1,0.0005,0.1,0.01,0.01
2574,energy,FCN,32,0.001,0.0005,0.01,0.01,0.01
2576,energy,FCN,32,0.001,0.002,0.01,0.01,0.01
2577,protein-tertiary-structure,dropoutFCN,32,0.001,0.002,0.01,0.01,0.05
2578,energy,FCN,32,0.0001,0.0001,0.01,0.01,0.01
2579,energy,FCN,32,0.0001,0.0005,0.01,0.01,0.01
2581,energy,FCN,32,0.0001,0.002,0.01,0.01,0.01
2583,energy,FCN,32,1e-05,0.0001,0.01,0.01,0.01
2584,energy,FCN,32,1e-05,0.0005,0.01,0.01,0.01
2586,energy,FCN,32,1e-05,0.002,0.01,0.01,0.01
2587,energy,FCN,32,1e-09,0.0001,0.01,0.01,0.01
2588,protein-tertiary-structure,dropoutFCN,32,0.001,0.002,0.01,0.01,0.01
2589,energy,FCN,32,1e-09,0.0005,0.01,0.01,0.01
2591,energy,FCN,32,1e-09,0.002,0.01,0.01,0.01
2593,energy,noisyFCN,32,0.1,0.0001,0.01,0.001,0.01
2594,energy,noisyFCN,32,0.1,0.0001,0.01,0.005,0.01
2595,energy,noisyFCN,32,0.1,0.0001,0.01,0.01,0.01
2597,protein-tertiary-structure,dropoutFCN,32,0.001,0.002,0.01,0.01,0.005
2598,energy,noisyFCN,32,0.1,0.0001,0.01,0.05,0.01
2599,energy,noisyFCN,32,0.1,0.0001,0.01,0.1,0.01
2600,energy,noisyFCN,32,0.1,0.0005,0.01,0.001,0.01
2601,energy,noisyFCN,32,0.1,0.0005,0.01,0.005,0.01
2602,energy,noisyFCN,32,0.1,0.0005,0.01,0.01,0.01
2603,energy,noisyFCN,32,0.1,0.0005,0.01,0.05,0.01
2604,energy,noisyFCN,32,0.1,0.0005,0.01,0.1,0.01
2605,energy,noisyFCN,32,0.1,0.001,0.01,0.001,0.01
2607,energy,noisyFCN,32,0.1,0.001,0.01,0.005,0.01
2608,energy,noisyFCN,32,0.1,0.001,0.01,0.01,0.01
2609,energy,noisyFCN,32,0.1,0.001,0.01,0.05,0.01
2610,energy,noisyFCN,32,0.1,0.001,0.01,0.1,0.01
2611,energy,noisyFCN,32,0.1,0.002,0.01,0.001,0.01
2612,energy,noisyFCN,32,0.1,0.002,0.01,0.005,0.01
2613,energy,noisyFCN,32,0.1,0.002,0.01,0.01,0.01
2614,protein-tertiary-structure,dropoutFCN,32,0.001,0.002,0.01,0.01,0.001
2616,energy,noisyFCN,32,0.1,0.002,0.01,0.05,0.01
2617,energy,noisyFCN,32,0.1,0.002,0.01,0.1,0.01
2622,power-plant,fixnoiseFCN,32,0.001,0.0005,0.001,0.01,0.01
2629,energy,noisyFCN,32,0.01,0.0001,0.01,0.001,0.01
2632,kin8nm,fixnoiseFCN,32,0.1,0.001,0.001,0.01,0.01
2634,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.2
2639,energy,noisyFCN,32,0.01,0.0001,0.01,0.005,0.01
2642,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.1
2645,energy,noisyFCN,32,0.01,0.0001,0.01,0.01,0.01
2650,power-plant,fixnoiseFCN,32,0.001,0.0005,0.005,0.01,0.01
2656,power-plant,noisyFCN,32,0.001,0.0001,0.01,0.005,0.01
2657,kin8nm,fixnoiseFCN,32,0.1,0.001,0.005,0.01,0.01
2663,energy,noisyFCN,32,0.01,0.0001,0.01,0.05,0.01
2665,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.05
2669,energy,noisyFCN,32,0.01,0.0001,0.01,0.1,0.01
2671,energy,noisyFCN,32,0.01,0.0005,0.01,0.001,0.01
2674,energy,noisyFCN,32,0.01,0.0005,0.01,0.005,0.01
2677,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.01
2678,kin8nm,fixnoiseFCN,32,0.1,0.001,0.01,0.01,0.01
2681,energy,noisyFCN,32,0.01,0.0005,0.01,0.01,0.01
2685,energy,noisyFCN,32,0.01,0.0005,0.01,0.05,0.01
2686,power-plant,fixnoiseFCN,32,0.001,0.0005,0.01,0.01,0.01
2689,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.005
2692,energy,noisyFCN,32,0.01,0.0005,0.01,0.1,0.01
2695,energy,noisyFCN,32,0.01,0.001,0.01,0.001,0.01
2698,kin8nm,fixnoiseFCN,32,0.1,0.001,0.05,0.01,0.01
2699,energy,noisyFCN,32,0.01,0.001,0.01,0.005,0.01
2700,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.001
2701,energy,noisyFCN,32,0.01,0.001,0.01,0.01,0.01
2703,energy,noisyFCN,32,0.01,0.001,0.01,0.05,0.01
2705,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.2
2707,energy,noisyFCN,32,0.01,0.001,0.01,0.1,0.01
2708,energy,noisyFCN,32,0.01,0.002,0.01,0.001,0.01
2709,power-plant,fixnoiseFCN,32,0.001,0.0005,0.05,0.01,0.01
2710,energy,noisyFCN,32,0.01,0.002,0.01,0.005,0.01
2712,kin8nm,fixnoiseFCN,32,0.1,0.001,0.1,0.01,0.01
2713,energy,noisyFCN,32,0.01,0.002,0.01,0.01,0.01
2714,energy,noisyFCN,32,0.01,0.002,0.01,0.05,0.01
2715,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.1
2717,energy,noisyFCN,32,0.01,0.002,0.01,0.1,0.01
2720,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.05
2724,energy,noisyFCN,32,0.001,0.0001,0.01,0.001,0.01
2726,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.01
2729,power-plant,fixnoiseFCN,32,0.001,0.0005,0.1,0.01,0.01
2731,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.005
2734,energy,noisyFCN,32,0.001,0.0001,0.01,0.005,0.01
2737,kin8nm,fixnoiseFCN,32,0.1,0.002,0.001,0.01,0.01
2740,protein-tertiary-structure,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.001
2742,energy,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.2
2743,energy,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.1
2744,energy,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.05
2745,energy,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.01
2746,energy,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.005
2747,energy,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.001
2748,energy,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.2
2749,energy,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.1
2750,energy,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.05
2751,energy,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.01
2752,energy,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.005
2753,energy,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.001
2754,energy,dropoutFCN,32,0.1,0.001,0.1,0.01,0.2
2755,energy,dropoutFCN,32,0.1,0.001,0.1,0.01,0.1
2756,energy,dropoutFCN,32,0.1,0.001,0.1,0.01,0.05
2757,energy,dropoutFCN,32,0.1,0.001,0.1,0.01,0.01
2758,energy,dropoutFCN,32,0.1,0.001,0.1,0.01,0.005
2759,energy,dropoutFCN,32,0.1,0.001,0.1,0.01,0.001
2760,energy,dropoutFCN,32,0.1,0.002,0.1,0.01,0.2
2761,energy,dropoutFCN,32,0.1,0.002,0.1,0.01,0.1
2762,energy,dropoutFCN,32,0.1,0.002,0.1,0.01,0.05
2763,energy,dropoutFCN,32,0.1,0.002,0.1,0.01,0.01
2764,energy,dropoutFCN,32,0.1,0.002,0.1,0.01,0.005
2765,energy,dropoutFCN,32,0.1,0.002,0.1,0.01,0.001
2766,energy,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.2
2767,energy,noisyFCN,32,0.001,0.0001,0.01,0.01,0.01
2768,protein-tertiary-structure,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.2
2769,energy,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.1
2770,energy,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.05
2771,power-plant,fixnoiseFCN,32,0.001,0.001,0.001,0.01,0.01
2772,energy,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.01
2773,energy,noisyFCN,32,0.001,0.0001,0.01,0.05,0.01
2774,energy,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.005
2775,energy,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.001
2776,energy,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.2
2777,energy,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.1
2778,energy,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.05
2779,energy,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.01
2780,energy,noisyFCN,32,0.001,0.0001,0.01,0.1,0.01
2781,protein-tertiary-structure,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.1
2782,energy,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.005
2783,energy,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.001
2784,energy,dropoutFCN,32,0.01,0.001,0.1,0.01,0.2
2785,energy,dropoutFCN,32,0.01,0.001,0.1,0.01,0.1
2786,energy,noisyFCN,32,0.001,0.0005,0.01,0.001,0.01
2787,energy,dropoutFCN,32,0.01,0.001,0.1,0.01,0.05
2788,kin8nm,fixnoiseFCN,32,0.1,0.002,0.005,0.01,0.01
2789,energy,dropoutFCN,32,0.01,0.001,0.1,0.01,0.01
2790,protein-tertiary-structure,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.05
2791,energy,dropoutFCN,32,0.01,0.001,0.1,0.01,0.005
2792,energy,noisyFCN,32,0.001,0.0005,0.01,0.005,0.01
2794,energy,dropoutFCN,32,0.01,0.001,0.1,0.01,0.001
2795,energy,dropoutFCN,32,0.01,0.002,0.1,0.01,0.2
2796,energy,dropoutFCN,32,0.01,0.002,0.1,0.01,0.1
2797,energy,dropoutFCN,32,0.01,0.002,0.1,0.01,0.05
2798,energy,dropoutFCN,32,0.01,0.002,0.1,0.01,0.01
2799,energy,dropoutFCN,32,0.01,0.002,0.1,0.01,0.005
2800,energy,dropoutFCN,32,0.01,0.002,0.1,0.01,0.001
2801,energy,noisyFCN,32,0.001,0.0005,0.01,0.01,0.01
2802,protein-tertiary-structure,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.01
2803,energy,noisyFCN,32,0.001,0.0005,0.01,0.05,0.01
2804,energy,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.2
2805,energy,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.1
2806,energy,noisyFCN,32,0.001,0.0005,0.01,0.1,0.01
2807,energy,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.05
2808,protein-tertiary-structure,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.005
2809,energy,noisyFCN,32,0.001,0.001,0.01,0.001,0.01
2810,energy,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.01
2811,energy,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.005
2812,energy,noisyFCN,32,0.001,0.001,0.01,0.005,0.01
2813,energy,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.001
2814,power-plant,noisyFCN,32,0.001,0.0001,0.01,0.01,0.01
2815,energy,noisyFCN,32,0.001,0.001,0.01,0.01,0.01
2816,energy,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.2
2817,protein-tertiary-structure,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.001
2818,energy,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.1
2819,energy,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.05
2820,energy,noisyFCN,32,0.001,0.001,0.01,0.05,0.01
2821,energy,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.01
2822,energy,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.005
2823,energy,noisyFCN,32,0.001,0.001,0.01,0.1,0.01
2824,energy,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.001
2825,energy,dropoutFCN,32,0.001,0.001,0.1,0.01,0.2
2826,energy,dropoutFCN,32,0.001,0.001,0.1,0.01,0.1
2827,energy,noisyFCN,32,0.001,0.002,0.01,0.001,0.01
2828,energy,dropoutFCN,32,0.001,0.001,0.1,0.01,0.05
2829,power-plant,fixnoiseFCN,32,0.001,0.001,0.005,0.01,0.01
2830,energy,dropoutFCN,32,0.001,0.001,0.1,0.01,0.01
2831,energy,dropoutFCN,32,0.001,0.001,0.1,0.01,0.005
2832,energy,noisyFCN,32,0.001,0.002,0.01,0.005,0.01
2833,energy,dropoutFCN,32,0.001,0.001,0.1,0.01,0.001
2834,energy,dropoutFCN,32,0.001,0.002,0.1,0.01,0.2
2835,energy,dropoutFCN,32,0.001,0.002,0.1,0.01,0.1
2836,energy,dropoutFCN,32,0.001,0.002,0.1,0.01,0.05
2837,energy,noisyFCN,32,0.001,0.002,0.01,0.01,0.01
2838,energy,dropoutFCN,32,0.001,0.002,0.1,0.01,0.01
2839,energy,dropoutFCN,32,0.001,0.002,0.1,0.01,0.005
2840,energy,dropoutFCN,32,0.001,0.002,0.1,0.01,0.001
2841,energy,noisyFCN,32,0.001,0.002,0.01,0.05,0.01
2842,energy,noisyFCN,32,0.001,0.002,0.01,0.1,0.01
2843,energy,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.2
2844,kin8nm,fixnoiseFCN,32,0.1,0.002,0.01,0.01,0.01
2845,protein-tertiary-structure,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.2
2846,energy,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.1
